ID,Sexo,AdultoMayor,Socio,Dependientes,MesesCliente,ServicioTelefonico,LineasMultiples,ServicioInternet,SeguridadOnline,RespaldoOnline,ProteccionDispositivo,SoporteTecnico,TransmisionTV,TransmisionPeliculas,TerminoContrato,FacturacionElectronica,MetodoPago,MontoCargadoMes,MontoCargadoTotal,Churn
ID04951,Masculino,0.0,Si,Si,69.0,Si,Si,Fibra Optica,No,No,No,Si,Si,Si,Bianual,Si,Checke por correo,99.35,6856.45,0
ID03228,Femenino,0.0,Si,Si,17.0,Si,No,Fibra Optica,Si,No,No,Si,Si,No,Mes a mes,No,Checke por correo,91.85,1574.45,1
ID00514,Femenino,0.0,No,No,55.0,Si,No,DSL,Si,No,No,No,No,No,Mes a mes,Si,Transferencia bancaria (automatico),50.55,2832.75,0
ID02445,Masculino,0.0,No,No,58.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bianual,Si,Tarjeta de credito (automatico),,1035.5,0
ID04238,Femenino,1.0,No,No,13.0,Si,No,Fibra Optica,No,No,Si,No,Si,Si,Mes a mes,Si,Checke por correo,96.85,1235.55,0
ID03367,Masculino,1.0,Si,Si,60.0,Si,Si,Fibra Optica,Si,Si,No,No,No,Si,Mes a mes,Si,Checke por correo,93.25,5774.55,0
ID01426,Femenino,0.0,Si,No,55.0,Si,Si,DSL,Si,Si,No,Si,No,No,Anual,Si,Transferencia bancaria (automatico),66.05,3462.1,0
ID04858,Femenino,0.0,No,No,58.0,Si,No,Fibra Optica,No,No,No,Si,Si,Si,Mes a mes,Si,Checke por correo,95.3,5817.7,0
ID02861,Masculino,0.0,No,No,27.0,Si,No,DSL,Si,Si,No,No,No,No,Anual,No,Tarjeta de credito (automatico),55.45,1477.65,0
ID00587,Masculino,0.0,Si,Si,38.0,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bianual,No,Transferencia bancaria (automatico),25.05,963.95,0
ID06519,Masculino,0.0,Si,Si,70.0,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bianual,No,Checke electronico,25.35,1715.15,0
ID02867,Masculino,1.0,Si,No,29.0,Si,No,Fibra Optica,Si,No,Si,No,No,Si,Anual,No,Tarjeta de credito (automatico),90.1,2656.7,0
ID03127,Masculino,0.0,Si,Si,4.0,Si,No,DSL,No,No,No,No,No,No,Mes a mes,No,Checke por correo,44.8,169.65,0
ID01005,Femenino,1.0,Si,No,70.0,Si,Si,Fibra Optica,No,No,No,No,No,No,Bianual,Si,Transferencia bancaria (automatico),75.65,5411.4,0
ID03307,Femenino,0.0,Si,Si,34.0,Si,Si,Fibra Optica,No,No,Si,No,Si,No,Mes a mes,No,Checke por correo,87.45,2874.15,1
ID05676,Femenino,0.0,No,No,1.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,No,Checke electronico,,19.65,0
ID06163,Masculino,0.0,No,No,13.0,Si,Si,Fibra Optica,Si,No,No,No,Si,Si,Mes a mes,No,Checke electronico,98.15,1230.25,1
ID01154,Masculino,0.0,No,Si,27.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Transferencia bancaria (automatico),20.05,552.9,0
ID02354,Femenino,0.0,Si,Si,72.0,Si,Si,Fibra Optica,Si,Si,Si,Si,Si,Si,Bianual,Si,Tarjeta de credito (automatico),113.1,,0
ID05429,Femenino,0.0,Si,No,72.0,Si,Si,Fibra Optica,No,Si,Si,No,Si,Si,Anual,Si,Checke por correo,101.35,,0
ID04328,Masculino,0.0,No,No,17.0,Si,No,Fibra Optica,No,No,No,No,No,No,Mes a mes,Si,Checke por correo,70.8,1207,0
ID01502,Masculino,1.0,Si,No,69.0,No,Sin servicio telefonico,DSL,No,No,Si,No,No,No,Anual,Si,Transferencia bancaria (automatico),29.8,2134.3,0
ID00032,Femenino,0.0,Si,Si,10.0,Si,No,DSL,No,No,Si,Si,No,No,Mes a mes,No,Transferencia bancaria (automatico),55.2,528.35,1
ID06365,Masculino,0.0,Si,Si,17.0,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bianual,Si,Checke electronico,25.15,412.6,0
ID01553,Femenino,0.0,Si,Si,10.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,Si,Tarjeta de credito (automatico),,196.75,0
ID04354,Femenino,1.0,No,No,18.0,Si,No,Fibra Optica,No,Si,No,No,No,No,Mes a mes,Si,Checke por correo,74.7,1294.6,0
ID03814,Masculino,1.0,No,No,3.0,Si,Si,Fibra Optica,No,Si,Si,No,Si,Si,Mes a mes,Si,Checke por correo,105.0,294.45,1
ID05640,Masculino,0.0,Si,Si,39.0,Si,No,Fibra Optica,No,Si,No,No,Si,No,Mes a mes,Si,Checke electronico,86.3,3266,1
ID04475,Masculino,0.0,No,No,24.0,Si,No,Fibra Optica,No,No,No,No,Si,Si,Mes a mes,Si,Checke por correo,90.35,2238.5,1
ID01769,Masculino,0.0,Si,No,8.0,Si,No,DSL,No,Si,No,No,No,No,Mes a mes,Si,Tarjeta de credito (automatico),49.55,393.45,0
ID06249,Femenino,0.0,Si,No,24.0,Si,Si,DSL,Si,Si,Si,No,No,No,Mes a mes,No,Checke electronico,66.3,1559.45,0
ID02823,Masculino,0.0,Si,No,9.0,No,Sin servicio telefonico,DSL,No,No,No,No,No,No,Anual,No,Tarjeta de credito (automatico),24.1,259.8,1
ID03848,Masculino,0.0,No,No,4.0,Si,Si,Fibra Optica,No,No,No,No,No,No,Mes a mes,Si,Checke por correo,74.35,265.35,1
ID01783,Femenino,0.0,No,No,9.0,Si,No,DSL,No,No,No,No,No,No,Mes a mes,Si,Tarjeta de credito (automatico),44.2,403.35,1
ID06080,Femenino,,No,No,8.0,No,Sin servicio telefonico,DSL,No,Si,No,No,No,No,Mes a mes,Si,Checke electronico,29.25,226.95,0
ID06223,Masculino,0.0,No,No,21.0,No,Sin servicio telefonico,DSL,Si,No,No,Si,Si,No,Mes a mes,Si,Checke electronico,43.55,1011.5,0
ID06964,Masculino,1.0,Si,No,34.0,Si,No,Fibra Optica,Si,No,No,Si,Si,No,Anual,No,Checke electronico,90.15,3128.8,0
ID06069,Masculino,0.0,No,No,7.0,Si,No,Fibra Optica,Si,No,No,No,No,No,Mes a mes,No,Checke electronico,74.35,533.6,0
ID06817,Masculino,0.0,Si,Si,50.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,Si,Checke electronico,20.35,938.95,0
ID03687,Masculino,0.0,No,No,2.0,Si,Si,Fibra Optica,No,No,No,No,No,No,Mes a mes,Si,Checke por correo,76.5,162.45,1
ID01019,Femenino,0.0,No,No,70.0,Si,Si,Fibra Optica,Si,Si,Si,Si,Si,Si,Bianual,Si,Transferencia bancaria (automatico),111.95,,0
ID00919,Femenino,0.0,No,No,61.0,Si,Si,DSL,No,Si,Si,Si,Si,Si,Bianual,No,Transferencia bancaria (automatico),88.65,5321.25,0
ID05880,Femenino,0.0,No,No,2.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,Si,Checke electronico,20.45,42.45,0
ID04051,Femenino,1.0,No,No,8.0,Si,No,Fibra Optica,No,No,Si,No,Si,Si,Mes a mes,Si,Checke por correo,92.1,729.95,1
ID02098,Femenino,,No,No,64.0,Si,Si,Fibra Optica,Si,No,Si,Si,Si,Si,Mes a mes,Si,Tarjeta de credito (automatico),108.95,,0
ID01618,Femenino,,No,Si,41.0,Si,No,DSL,No,No,No,No,No,No,Mes a mes,No,Tarjeta de credito (automatico),45.2,1841.9,0
ID03845,Masculino,1.0,No,No,4.0,Si,No,Fibra Optica,No,No,No,No,No,No,Mes a mes,Si,Checke por correo,70.65,293.85,0
ID03420,Masculino,0.0,No,No,1.0,Si,No,DSL,No,No,No,No,No,No,Mes a mes,Si,Checke por correo,44.75,44.75,0
ID04274,Femenino,0.0,No,No,15.0,Si,Si,DSL,No,No,No,No,No,No,Mes a mes,Si,Checke por correo,49.1,679.55,1
ID02405,Femenino,0.0,No,No,49.0,Si,No,DSL,Si,Si,Si,Si,No,No,Bianual,No,Tarjeta de credito (automatico),67.4,3306.85,0
ID02558,Femenino,1.0,Si,No,70.0,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Bianual,Si,Tarjeta de credito (automatico),92.2,6474.45,0
ID03039,Femenino,0.0,Si,No,67.0,Si,Si,Fibra Optica,No,Si,Si,No,Si,Si,Anual,Si,Tarjeta de credito (automatico),105.7,6816.95,0
ID05320,Femenino,0.0,No,No,51.0,Si,Si,Fibra Optica,No,Si,Si,Si,Si,Si,Anual,Si,Checke por correo,111.5,5703.25,0
ID05251,Masculino,1.0,No,No,35.0,Si,No,DSL,No,No,Si,Si,Si,Si,Anual,Si,Checke por correo,73.0,2471.25,0
ID06109,Masculino,0.0,Si,No,9.0,Si,No,DSL,No,No,Si,No,Si,Si,Mes a mes,Si,Checke electronico,70.05,564.4,0
ID05681,Femenino,0.0,No,No,1.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,No,Checke electronico,,19.75,0
ID06998,Femenino,0.0,No,No,42.0,Si,No,DSL,Si,Si,No,Si,No,Si,Anual,Si,Checke electronico,67.7,2882.25,0
ID01413,Masculino,0.0,Si,No,52.0,Si,Si,DSL,Si,Si,Si,Si,No,Si,Anual,Si,Transferencia bancaria (automatico),81.4,4354.45,0
ID06262,Masculino,0.0,No,No,26.0,Si,Si,Fibra Optica,No,No,Si,Si,No,No,Mes a mes,Si,Checke electronico,84.3,2281.6,0
ID04038,Masculino,0.0,Si,No,8.0,Si,No,Fibra Optica,Si,No,No,No,No,No,Mes a mes,No,Checke por correo,75.0,632.95,1
ID03596,Masculino,1.0,Si,No,1.0,Si,Si,Fibra Optica,No,No,No,No,Si,No,Mes a mes,Si,Checke por correo,86.05,86.05,1
ID04529,Masculino,1.0,No,No,27.0,Si,Si,Fibra Optica,No,Si,No,No,No,No,Mes a mes,Si,Checke por correo,81.45,2122.05,1
ID05165,Femenino,0.0,No,Si,62.0,Si,Si,Fibra Optica,No,No,Si,No,Si,Si,Anual,Si,Checke por correo,100.15,6413.65,1
ID06720,Femenino,0.0,Si,Si,7.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Checke electronico,20.65,134.05,0
ID00835,Masculino,0.0,No,No,37.0,No,Sin servicio telefonico,DSL,No,No,No,No,Si,No,Bianual,No,Transferencia bancaria (automatico),35.8,1316.9,0
ID02864,Femenino,1.0,No,No,27.0,Si,Si,Fibra Optica,Si,Si,Si,No,Si,Si,Anual,Si,Tarjeta de credito (automatico),110.5,2857.6,0
ID00196,Femenino,0.0,No,No,5.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,No,Transferencia bancaria (automatico),,108.05,1
ID00136,Masculino,0.0,No,No,1.0,Si,No,DSL,No,No,No,Si,No,No,Mes a mes,No,Transferencia bancaria (automatico),49.0,49,0
ID00723,Femenino,0.0,Si,Si,71.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bianual,No,Transferencia bancaria (automatico),,1415.85,0
ID06303,Masculino,0.0,No,No,40.0,Si,Si,Fibra Optica,No,Si,Si,No,Si,Si,Mes a mes,Si,Checke electronico,102.65,4108.15,0
ID00191,Femenino,0.0,No,No,4.0,Si,No,DSL,No,No,No,No,Si,No,Mes a mes,No,Transferencia bancaria (automatico),55.5,227.35,0
ID02211,Femenino,0.0,Si,Si,65.0,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bianual,Si,Tarjeta de credito (automatico),25.3,1748.55,0
ID04125,Masculino,1.0,Si,No,10.0,Si,Si,Fibra Optica,No,No,No,No,No,Si,Mes a mes,No,Checke por correo,85.55,851.75,1
ID05000,Masculino,1.0,Si,No,54.0,Si,Si,Fibra Optica,No,Si,Si,Si,Si,Si,Bianual,Si,Checke por correo,110.45,6077.75,0
ID06884,Femenino,0.0,No,No,13.0,Si,No,Fibra Optica,No,Si,No,No,No,No,Anual,Si,Checke electronico,74.65,966.25,0
ID01772,Femenino,0.0,No,No,8.0,Si,No,DSL,Si,No,No,Si,No,Si,Mes a mes,No,Tarjeta de credito (automatico),66.05,574.5,0
ID05289,Masculino,0.0,No,No,45.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,Si,Checke por correo,20.4,930.45,1
ID06087,Femenino,0.0,No,No,8.0,Si,No,DSL,No,No,Si,Si,No,Si,Mes a mes,No,Checke electronico,64.1,504.05,0
ID03774,Femenino,0.0,No,No,3.0,Si,Si,Fibra Optica,No,No,No,No,No,No,Mes a mes,Si,Checke por correo,74.95,212.4,0
ID05996,Masculino,0.0,No,No,4.0,Si,Si,DSL,No,No,No,No,No,No,Mes a mes,No,Checke electronico,50.4,206.6,1
ID04510,Masculino,0.0,No,No,26.0,Si,Si,Fibra Optica,No,No,No,No,No,Si,Mes a mes,Si,Checke por correo,83.95,2254.2,1
ID06473,Femenino,0.0,Si,Si,58.0,No,Sin servicio telefonico,DSL,Si,No,Si,Si,Si,Si,Bianual,No,Checke electronico,59.75,3624.35,0
ID04343,Femenino,0.0,No,No,18.0,No,Sin servicio telefonico,DSL,No,No,Si,Si,No,No,Mes a mes,Si,Checke por correo,35.2,607.3,0
ID01695,Masculino,0.0,No,No,2.0,Si,No,DSL,No,No,No,No,No,No,Mes a mes,No,Tarjeta de credito (automatico),44.9,111.05,0
ID00319,Masculino,0.0,No,No,18.0,Si,No,DSL,No,No,Si,Si,No,No,Mes a mes,No,Transferencia bancaria (automatico),55.2,1058.1,0
ID06103,Femenino,0.0,No,No,9.0,No,Sin servicio telefonico,DSL,Si,No,Si,Si,Si,Si,Mes a mes,No,Checke electronico,58.5,539.85,1
ID05634,Femenino,0.0,No,Si,35.0,Si,Si,DSL,No,No,No,No,No,No,Mes a mes,No,Checke electronico,50.15,1655.35,0
ID00391,Masculino,0.0,No,No,28.0,Si,Si,Fibra Optica,Si,Si,No,No,No,Si,Mes a mes,Si,Transferencia bancaria (automatico),94.5,2659.4,1
ID05476,Masculino,0.0,Si,Si,2.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,No,Checke electronico,20.3,40.25,0
ID06442,Femenino,0.0,Si,Si,48.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bianual,No,Checke electronico,20.0,935.9,0
ID00603,Masculino,0.0,Si,Si,48.0,Si,Si,Fibra Optica,Si,Si,Si,Si,Si,Si,Bianual,No,Transferencia bancaria (automatico),111.8,5443.65,0
ID00179,Femenino,0.0,Si,No,3.0,Si,Si,Fibra Optica,No,No,No,No,No,No,Mes a mes,Si,Transferencia bancaria (automatico),75.15,216.75,1
ID00573,Masculino,0.0,Si,Si,33.0,Si,No,DSL,No,Si,Si,Si,Si,Si,Bianual,No,Transferencia bancaria (automatico),82.1,2603.1,0
ID03990,Masculino,1.0,Si,No,7.0,Si,Si,Fibra Optica,No,No,No,No,No,No,Mes a mes,Si,Checke por correo,74.85,485.25,0
ID01768,Femenino,0.0,Si,No,8.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,No,Tarjeta de credito (automatico),20.15,156.25,1
ID01345,Masculino,0.0,No,No,36.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,Si,Transferencia bancaria (automatico),20.35,695.85,0
ID01229,Femenino,0.0,Si,Si,58.0,Si,No,Fibra Optica,Si,Si,No,No,Si,Si,Anual,No,Transferencia bancaria (automatico),99.25,5846.65,0
ID02736,Femenino,0.0,Si,Si,41.0,Si,Si,Fibra Optica,No,Si,Si,Si,Si,Si,Anual,Si,Tarjeta de credito (automatico),109.1,4454.25,0
ID01357,Femenino,0.0,Si,No,39.0,Si,No,Fibra Optica,Si,No,Si,Si,Si,Si,Anual,Si,Transferencia bancaria (automatico),104.7,4134.85,1
ID01471,Masculino,0.0,No,No,64.0,Si,Si,Fibra Optica,Si,Si,No,No,No,No,Anual,Si,Transferencia bancaria (automatico),84.3,5289.05,0
ID05870,Masculino,0.0,No,No,2.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,No,Checke electronico,20.0,32.7,0
ID00533,Masculino,0.0,No,No,66.0,Si,Si,Fibra Optica,No,Si,No,No,No,Si,Mes a mes,No,Transferencia bancaria (automatico),89.4,5976.9,0
ID03932,Masculino,1.0,No,No,5.0,Si,No,Fibra Optica,No,No,No,No,Si,Si,Mes a mes,Si,Checke por correo,91.4,449.75,1
ID02420,Masculino,0.0,No,No,54.0,Si,No,DSL,Si,Si,No,No,Si,No,Bianual,Si,Tarjeta de credito (automatico),65.3,3512.9,0
ID02367,Femenino,0.0,No,No,24.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bianual,Si,Tarjeta de credito (automatico),,470.2,0
ID03212,Masculino,0.0,No,Si,15.0,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,Si,Checke por correo,24.8,324.15,0
ID01191,Masculino,0.0,Si,Si,43.0,Si,Si,Fibra Optica,No,No,Si,Si,Si,Si,Anual,Si,Transferencia bancaria (automatico),104.3,4451.85,0
ID00354,Femenino,,Si,No,23.0,Si,Si,DSL,No,No,No,Si,Si,Si,Mes a mes,Si,Transferencia bancaria (automatico),73.65,1642.75,0
ID03942,Femenino,0.0,No,No,6.0,No,Sin servicio telefonico,DSL,No,No,Si,No,Si,Si,Mes a mes,Si,Checke por correo,47.95,305.1,1
ID06318,Masculino,0.0,Si,No,56.0,Si,No,Fibra Optica,No,No,No,No,Si,Si,Mes a mes,No,Checke electronico,89.7,4952.95,0
ID05283,Femenino,1.0,Si,No,43.0,Si,Si,Fibra Optica,No,No,Si,Si,Si,Si,Anual,Si,Checke por correo,107.55,4533.9,1
ID05823,Femenino,0.0,Si,No,1.0,Si,No,Fibra Optica,No,No,No,No,No,No,Mes a mes,Si,Checke electronico,69.4,69.4,1
ID04688,Femenino,0.0,Si,No,38.0,Si,Si,Fibra Optica,No,No,Si,Si,Si,Si,Mes a mes,Si,Checke por correo,105.0,4026.4,1
ID05981,Femenino,0.0,No,No,4.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,No,Checke electronico,20.35,77.5,1
ID01144,Femenino,0.0,No,Si,22.0,No,Sin servicio telefonico,DSL,No,No,Si,No,Si,Si,Anual,Si,Transferencia bancaria (automatico),49.45,1031.4,0
ID02999,Femenino,0.0,No,No,61.0,Si,No,No,,,,,,,Anual,No,Tarjeta de credito (automatico),,1336.35,0
ID00875,Masculino,0.0,Si,No,51.0,Si,No,DSL,Si,Si,Si,Si,Si,Si,Bianual,Si,Transferencia bancaria (automatico),83.85,4307.1,0
ID05554,Femenino,0.0,No,Si,9.0,Si,No,DSL,No,No,Si,Si,Si,Si,Mes a mes,Si,Checke electronico,72.9,651.4,1
ID00802,Femenino,0.0,Si,Si,72.0,Si,Si,Fibra Optica,Si,Si,Si,No,Si,Si,Bianual,,Transferencia bancaria (automatico),109.55,,0
ID01104,Masculino,0.0,Si,No,72.0,Si,Si,Fibra Optica,No,Si,Si,Si,Si,Si,Bianual,Si,Transferencia bancaria (automatico),109.75,,0
ID05141,Masculino,0.0,Si,Si,51.0,No,Sin servicio telefonico,DSL,Si,Si,Si,No,Si,Si,Anual,No,Checke por correo,59.3,3014.65,1
ID00989,Femenino,0.0,Si,No,69.0,Si,No,DSL,No,Si,No,No,No,Si,Bianual,Si,Transferencia bancaria (automatico),61.45,4131.2,0
ID00459,Femenino,0.0,Si,No,40.0,Si,Si,Fibra Optica,No,No,No,Si,No,No,Mes a mes,Si,Transferencia bancaria (automatico),78.85,3126.85,0
ID02716,Masculino,0.0,Si,Si,33.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,Si,Tarjeta de credito (automatico),,600.25,0
ID01675,Masculino,0.0,No,No,1.0,Si,No,DSL,No,No,No,No,No,No,Mes a mes,Si,Tarjeta de credito (automatico),43.85,43.85,0
ID00732,Masculino,0.0,Si,Si,71.0,Si,No,DSL,No,Si,No,Si,Si,Si,Bianual,Si,Transferencia bancaria (automatico),73.35,5154.5,0
ID04974,Femenino,0.0,Si,Si,72.0,Si,Si,Fibra Optica,Si,Si,Si,Si,Si,Si,Bianual,Si,Checke por correo,115.5,,0
ID03908,Femenino,1.0,Si,No,5.0,Si,Si,Fibra Optica,No,No,No,No,No,No,Mes a mes,Si,Checke por correo,74.35,334.8,1
ID03498,Masculino,0.0,Si,No,1.0,Si,No,Fibra Optica,No,No,No,No,No,No,Mes a mes,No,Checke por correo,70.0,70,1
ID04689,Masculino,0.0,No,No,39.0,No,Sin servicio telefonico,DSL,No,No,No,Si,No,Si,Mes a mes,Si,Checke por correo,40.6,1494.5,0
ID06832,Femenino,0.0,Si,Si,58.0,Si,No,DSL,No,No,No,No,No,No,Anual,Si,Checke electronico,44.1,2413.05,0
ID06093,Masculino,0.0,No,No,9.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,No,Checke electronico,20.25,178.5,1
ID03021,Femenino,,No,No,65.0,Si,Si,Fibra Optica,No,Si,No,Si,Si,Si,Anual,Si,Tarjeta de credito (automatico),105.05,6744.25,0
ID02693,Masculino,0.0,Si,Si,21.0,Si,Si,DSL,Si,No,No,No,Si,Si,Anual,Si,Tarjeta de credito (automatico),75.9,1549.75,0
ID04950,Masculino,0.0,Si,Si,68.0,Si,Si,Fibra Optica,Si,Si,Si,Si,Si,Si,Bianual,Si,Checke por correo,113.15,,1
ID04805,Masculino,0.0,Si,No,52.0,No,Sin servicio telefonico,DSL,Si,No,No,No,No,Si,Mes a mes,Si,Checke por correo,39.9,2020.9,0
ID00985,Masculino,1.0,No,No,69.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bianual,No,Transferencia bancaria (automatico),20.3,1356.3,0
ID00660,Masculino,0.0,Si,Si,65.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bianual,Si,Transferencia bancaria (automatico),,1267.05,0
ID04359,Masculino,1.0,Si,No,18.0,Si,No,Fibra Optica,No,No,No,No,No,Si,Mes a mes,No,Checke por correo,78.55,1422.65,1
ID00609,Masculino,0.0,Si,Si,51.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bianual,No,Transferencia bancaria (automatico),,1086.75,0
ID02087,Masculino,0.0,No,No,60.0,Si,Si,Fibra Optica,No,Si,No,No,Si,No,Mes a mes,Si,Tarjeta de credito (automatico),89.9,5450.7,0
ID06601,Femenino,0.0,No,No,41.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bianual,No,Checke electronico,20.0,810.3,0
ID06170,Masculino,,No,No,15.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,Si,Checke electronico,,309.4,0
ID04692,Masculino,0.0,No,No,39.0,Si,Si,Fibra Optica,No,No,No,No,No,No,Mes a mes,No,Checke por correo,75.25,3017.65,1
ID02316,Femenino,0.0,Si,Si,72.0,No,Sin servicio telefonico,DSL,Si,Si,Si,Si,Si,Si,Bianual,No,Tarjeta de credito (automatico),65.7,4575.35,0
ID01136,Masculino,0.0,No,Si,15.0,Si,No,DSL,No,No,Si,Si,No,No,Anual,No,Transferencia bancaria (automatico),55.2,864.55,0
ID04875,Masculino,1.0,Si,No,60.0,Si,Si,Fibra Optica,No,No,No,Si,Si,Si,Mes a mes,Si,Checke por correo,99.0,6017.9,0
ID01549,Femenino,0.0,Si,Si,8.0,Si,No,DSL,No,Si,No,Si,No,No,Mes a mes,No,Tarjeta de credito (automatico),56.3,401.5,0
ID03690,Femenino,1.0,Si,No,2.0,Si,Si,Fibra Optica,No,No,Si,No,No,No,Mes a mes,No,Checke por correo,79.2,172.85,1
ID05498,Masculino,0.0,Si,Si,4.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,No,Checke electronico,,84.2,0
ID01189,Masculino,0.0,Si,Si,43.0,Si,Si,DSL,Si,No,No,Si,No,Si,Anual,Si,Transferencia bancaria (automatico),71.9,3173.35,0
ID02048,Femenino,0.0,Si,No,49.0,No,Sin servicio telefonico,DSL,Si,No,No,No,Si,No,Mes a mes,No,Tarjeta de credito (automatico),40.65,2070.75,0
ID00038,Femenino,0.0,Si,Si,12.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,Si,Transferencia bancaria (automatico),20.1,232.4,0
ID05636,Femenino,0.0,Si,Si,38.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,No,Checke electronico,20.45,781.25,0
ID03226,Femenino,0.0,Si,Si,17.0,Si,Si,Fibra Optica,No,No,Si,No,Si,No,Mes a mes,No,Checke por correo,88.25,1460.65,1
ID02930,Masculino,0.0,Si,No,47.0,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Tarjeta de credito (automatico),,942.95,0
ID04512,Masculino,0.0,No,No,26.0,Si,No,Fibra Optica,No,Si,No,No,Si,No,Mes a mes,Si,Checke por correo,85.75,2146.5,0
ID04839,Femenino,0.0,No,No,56.0,Si,No,Fibra Optica,No,Si,No,No,No,No,Mes a mes,Si,Checke por correo,73.85,4092.85,1
ID03087,Femenino,0.0,No,Si,1.0,Si,No,DSL,No,No,Si,No,No,Si,Mes a mes,No,Checke por correo,59.2,59.2,1
